LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,LEA_ADDRESS,LEA_CITY,LEA_ZIP,CJJ,LEA_HSE_IND,LEA_HSEPART_HI_M,LEA_HSEPART_HI_F,LEA_HSEPART_AM_M,LEA_HSEPART_AM_F,LEA_HSEPART_AS_M,LEA_HSEPART_AS_F,LEA_HSEPART_HP_M,LEA_HSEPART_HP_F,LEA_HSEPART_BL_M,LEA_HSEPART_BL_F,LEA_HSEPART_WH_M,LEA_HSEPART_WH_F,LEA_HSEPART_TR_M,LEA_HSEPART_TR_F,TOT_HSEPART_M,TOT_HSEPART_F,LEA_HSEPART_LEP_M,LEA_HSEPART_LEP_F,LEA_HSEPART_IDEA_M,LEA_HSEPART_IDEA_F
CO,COLORADO,0805040,Kit Carson School District No. R-1,P O BOX 185,KIT CARSON,80825,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0805070,West Grand School District No. 1,P O BOX 515,KREMMLING,80459,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0805100,North Conejos School District No. Re1J,P O BOX 72,LA JARA,81140,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0805130,East Otero School District No. R1,301 RATON AVENUE,LA JUNTA,81050,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0805160,La Veta School District Re-2,PO BOX 85,LA VETA,81055,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0805190,Lake County School District No. R-1,328 W. 5th Street,LEADVILLE,80461,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0805220,Lamar School District No. Re-2,210 W PEARL,LAMAR,81052,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0805250,Las Animas School District No. Re-1,1021 2ND STREET,LAS ANIMAS,81054,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0805280,Limon School District No. Re 4J,P O BOX 249,LIMON,80828,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0805310,Littleton School District No. 6 in the county of Arapahoe,5776 SOUTH CROCKER STREET,LITTLETON,80120,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0805340,Lone Star School District No. 101,44940 COUNTY ROAD 54,OTIS,80743,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0805370,St. Vrain Valley School District No. Re1J,395 SOUTH PRATT PARKWAY,LONGMONT,80501,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0805400,Thompson School District R-2J,800 SOUTH TAFT AVENUE,LOVELAND,80537,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0805460,Mancos School District Re-6,395 WEST GRAND AVENUE,MANCOS,81328,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0805490,Manitou Springs School District No. 14 in the county of El Paso,405 EL MONTE PLACE,MANITOU SPRINGS,80829,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0805520,Manzanola Joint District No. 3J of the counties of Otero a,P O BOX 148,MANZANOLA,81058,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0805550,Mapleton School District No. 1 in the county of Adams & St,7350 N. BROADWAY,DENVER,80221,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0805580,McClave School District No. Re-2,P O BOX 1,MC CLAVE,81057,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0805610,Meeker School District Re1,P O BOX 1089,MEEKER,81641,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0805640,School District No. Re-4 Buffalo,P O BOX 198,MERINO,80741,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0805670,Miami-Yoder Joint District No. 60 of the counties of El Pas,420 S RUSH RD,RUSH,80833,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0805700,Moffat School District No. 2 in the county of Saguache and,P O BOX 428,MOFFAT,81143,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0805730,Moffat County School District RE: No. 1,775 YAMPA AVENUE,CRAIG,81625,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0805760,Monte Vista School District No. C-8,345 EAST PROSPECT,MONTE VISTA,81144,No,Yes,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
CO,COLORADO,0805790,Montrose County School District Re-1J,P O BOX 10000,MONTROSE,81402,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0805820,Lewis-Palmer Consolidated School District No. 38 in the co,P O BOX 40,MONUMENT,80132,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0805850,West End School District No. Re-2,PO BOX 570,NUCLA,81424,No,Yes,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
CO,COLORADO,0805880,Norwood School District No. R-2J,P O BOX 448,NORWOOD,81423,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0805910,South Routt School District No. Re 3,P O BOX 158,OAK CREEK,80467,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0805940,Otis School District No. R-3,518 DUNGAN STREET,OTIS,80743,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0805970,Ouray School District No. R-1 of  the county of Ouray and,P O BOX N,OURAY,81427,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806000,Revere School District,500 MAIN ST,OVID,80744,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806030,School District No. Re-5 Plateau,P O BOX 39,PEETZ,80747,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806060,Peyton School District No. 23 in the county of El Paso and,13990 BRADSHAW ROAD,PEYTON,80831,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806090,Pritchett School District No. Re-3,P O BOX 7,PRITCHETT,81064,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806120,Pueblo School District No. 60 in the county of Pueblo,315 WEST 11TH STREET,PUEBLO,81003,Yes,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806150,Pueblo County School District 70,24951 Hwy 50 E,PUEBLO,81006,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806180,Rangely School District RE4,402 WEST MAIN ST.,RANGELY,81648,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806210,Ridgway School District No. R-2  of  the county of Ouray a,1115 WEST CLINTON STREET,RIDGWAY,81432,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806240,Garfield School District No. Re-2,839 WHITERIVER AVE,RIFLE,81650,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806270,Rocky Ford School District No. R2,601 SOUTH 8TH STREET,ROCKY FORD,81067,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806300,Mountain Valley School District No. Re 1,P O BOX 127,SAGUACHE,81149,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806330,Salida School District No. R-32,349 EAST 9TH STREET,SALIDA,81201,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806360,Centennial School District No. R-1,P O BOX 350,SAN LUIS,81152,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806390,Sanford School District No. 6 in the county of Conejos and,PO BOX 39,SANFORD,81151,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806420,Sangre de Cristo School District No. Re-22J,8751 LANE 7 N,MOSCA,81146,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806450,Sargent School District No. Re-33J,7090 NORTH COUNTY RD 2 EAST,MONTE VISTA,81144,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806480,School District No. 3 in the county of El Paso and State of,1820 MAIN STREET,COLORADO SPRINGS,80911,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806510,Hi-Plains R-23,350 PATRIOT DRIVE,Seibert,80834,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806540,Sheridan School District No. 2,P.O. BOX 1198,ENGLEWOOD,80150,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806570,Silverton School District No. 1 in the county of San Juan,P O BOX 128,SILVERTON,81433,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806600,Big Sandy School District No. 100J,P O BOX 68,SIMLA,80835,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806630,Springfield School District No. Re-4,389 TIPTON STREET,SPRINGFIELD,81073,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806660,Steamboat Springs School District No. Re 2,325 7TH ST.,STEAMBOAT SPRINGS,80487,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806690,School District No. Re-1 Valley,301 HAGEN STREET,STERLING,80751,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806720,School District No. Re-11 in the county of Weld and State of,P O BOX 68,NEW RAYMER,80742,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806750,Strasburg School District 31J,56729 EAST COLORADO AVENUE,STRASBURG,80136,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806780,School District No. R-4 in the county of Kit Carson and Stat,219 ILLINOIS AVE,STRATTON,80836,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806810,"Summit School District, Re 1",P O BOX 7,FRISCO,80443,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806840,Swink School District No. 33 in the county of Otero and St,P O BOX 487,SWINK,81077,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806870,Telluride School District No. R-1,725 WEST COLORADO AVE.,TELLURIDE,81435,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806900,Adams 12 Five Star Schools,1500 E 128TH AVENUE,THORNTON,80241,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806930,Kiowa County School District No. Re-2,13997 COUNTY RD 71,SHERIDAN LAKE,81071,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806960,Trinidad School District 1 in the county of Las Animas and,612 Park Street,TRINIDAD,81082,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806990,Vilas School District Re-5,P O BOX 727,VILAS,81087,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0807050,North Park School District R-1,P O BOX 798,WALDEN,80480,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0807080,Huerfano School District Re-1,201 EAST FIFTH STREET,WALSENBURG,81089,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0807110,Walsh School District No. Re-1,P O BOX 68,WALSH,81090,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0807140,School District No. Re-20 Weldon Valley,911 NORTH AVENUE,WELDONA,80653,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0807200,Custer County School District Consolidate 1,P O BOX 730,WESTCLIFFE,81252,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0807230,Westminster Public Schools,6933 RALEIGH STREET,WESTMINSTER,80030,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0807260,Primero Reorganized School District No. 2,20200 STATE HIGHWAY 12,WESTON,81091,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0807290,School District No. Re-50 Wiggins,320 CHAPMAN STREET,WIGGINS,80654,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0807320,Wiley School District No. Re-13 Jt,P O BOX 247,WILEY,81092,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0807350,Weld County Reorganized School District No. Re-4,P O BOX 609,WINDSOR,80550,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0807380,Woodland Park School District No. Re-2,P O BOX 99,WOODLAND PARK,80866,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0807410,Woodlin School District No. R-104,15400 CO RD L  BOX 185,WOODROW,80757,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0899200,CENTENNIAL BOCES,2020 CLUBHOUSE DR.,GREELEY,80634,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0899300,SAN JUAN BOCES,201 EAST 12TH,DURANGO,81301,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
